"","id","finish_date","year","street_number","street","cross_street","year_installed","material","diameter","leak_type","lon","lat","city","agency"
"168",168,"2010-02-01",2010,NA,"DIAMOND HEIGHTS","ADDISON",1961,"CI","8",NA,-122.435611111111,37.7400555555556,"SAN FRANCISCO","SF WATER"
"169",169,"2010-03-03",2010,5104,"DIAMOND HEIGHTS","DUNCAN",1961,"CI","8",NA,-122.442416666667,37.74675,"SAN FRANCISCO","SF WATER"
"170",170,"2010-03-08",2010,333,"ADISON","FARNUM",1961,"CI","8",NA,-122.434722222222,37.7400833333333,"SAN FRANCISCO","SF WATER"
"171",171,"2010-03-11",2010,200,"EVERSON","DIGBY",1961,"CI","8",NA,-122.43275,37.7389166666667,"SAN FRANCISCO","SF WATER"
"172",172,"2010-10-23",2010,60,"QUARTZ","TURQUOISE",1961,"CI","6",NA,-122.446,37.7456388888889,"SAN FRANCISCO","SF WATER"
"173",173,"2010-11-25",2010,249,"TOPAZ","COLLEEN",1961,"CI","8",NA,-122.438166666667,37.7400555555556,"SAN FRANCISCO","SF WATER"
"174",174,NA,2010,NA,"CORBETT AVE","ROMAIN",1962,"LINED","24",NA,-122.442972222222,37.7554722222222,"SAN FRANCISCO","SF WATER"
"175",175,"2010-11-30",2010,NA,"UNDERWOOD","INGALLS",1963,"CI","8",NA,-122.38625,37.7265555555556,"SAN FRANCISCO","SF WATER"
"176",176,NA,2010,NA,"UNION","LARKIN",1965,"CI","4",NA,-122.420111111111,37.7991944444444,"SAN FRANCISCO","SF WATER"
"177",177,"2010-01-30",2010,NA,"DIVISADERO","JACKSON",1967,"CI","6",NA,-122.441222222222,37.79225,"SAN FRANCISCO","SF WATER"
"178",178,"2010-02-16",2010,NA,"MONTEREY","ST. ELMO",1969,"DI","8",NA,-122.46075,37.7303611111111,"SAN FRANCISCO","SF WATER"
"179",179,"2010-07-26",2010,NA,"GALLAGHER","CLEMENTINA",1971,"DI","8",NA,-122.403055555556,37.78175,"SAN FRANCISCO","SF WATER"
"180",180,"2010-01-23",2010,121,"SANTA MARINA","PROSPECT",1996,"CI","6",NA,-122.420666666667,37.7396944444444,"SAN FRANCISCO","SF WATER"
"181",181,"2010-09-15",2010,55,"SANTA MARINA ST","GLADYS",1996,"DI","6",NA,-122.421916666667,37.7401944444444,"SAN FRANCISCO","SF WATER"
"182",182,"2010-03-15",2010,2801,"TAYLOR","JEFFERSON",NA,"REPLACED 2010",NA,NA,-122.415805555556,37.8084444444444,"SAN FRANCISCO","SF WATER"
"183",183,"2010-09-29",2010,NA,"VALLEJO","WEBSTER",NA,"REPLACED IN 2010 BY 8"" DI",NA,NA,-122.433444444444,37.7954722222222,"SAN FRANCISCO","SF WATER"
"184",184,NA,2010,NA,"BROADWAY","DIVISADERO",NA,NA,NA,NA,-122.441944444444,37.7933333333333,"SAN FRANCISCO","SF WATER"
"185",185,"2014-05-08",2014,NA,"BUCHANAN ST","BUSH ST",1874,"CI","8",NA,-122.4301598,37.7874628,"SAN FRANCISCO","SF WATER"
"186",186,"2014-05-12",2014,NA,"BUCHANAN ST","BUSH ST",1874,"CI","8","LONGITUDINAL",-122.4301598,37.7874628,"SAN FRANCISCO","SF WATER"
"187",187,"2014-04-05",2014,NA,"GEARY","WEBSTER",1876,"CI","8","CIRCUMFERENTIAL",-122.4311126,37.7846656,"SAN FRANCISCO","SF WATER"
"188",188,"2014-04-05",2014,716,"WALLER","SCOTT",1884,"CI","6","CIRCUMFERENTIAL",-122.4351804,37.7705559,"SAN FRANCISCO","SF WATER"
"189",189,"2014-03-04",2014,NA,"TENNESSEE ","22ND",1891,"CI","6","LONGITUDINAL",-122.3892485,37.7578902,"SAN FRANCISCO","SF WATER"
"190",190,"2014-08-29",2014,948,"NOE ST","22ND ST",1891,"CI","6",NA,-122.4321676,37.7546339,"SAN FRANCISCO","SF WATER"
"191",191,"2014-06-23",2014,NA,"20TH ","CASTRO",1893,"CI","6","LONGITUDINAL",-122.4346845,37.7576918,"SAN FRANCISCO","SF WATER"
"192",192,NA,2014,NA,"23RD","RHODE ISLAND",1893,"CI","8","CIRCUMFERENTIAL",-122.401598,37.7545716,"SAN FRANCISCO","SF WATER"
"193",193,"2014-08-27",2014,NA,"CLAY ST","LAUREL ST",1897,"CI","8",NA,-122.4504825,37.7886452,"SAN FRANCISCO","SF WATER"
"194",194,"2014-06-14",2014,NA,"BAKER","FILBERT",1899,"CI","8","LONGITUDINAL",-122.4455886,37.7967669,"SAN FRANCISCO","SF WATER"
"195",195,"2014-01-24",2014,NA,"POWELL","GREENWICH",1903,"CI","8","HOLE DUE TO CORROSION",-122.4112355,37.8021028,"SAN FRANCISCO","SF WATER"
"196",196,"2014-01-04",2014,NA,"ANNAPOLIS","GOLDEN GATE",1904,"CI","8","CIRCUMFERENTIAL",-122.4478057,37.7775536,"SAN FRANCISCO","SF WATER"
"197",197,"2014-05-14",2014,NA,"23RD ST","ILLINOIS ST",1910,"CI","8","CIRCUMFERENTIAL AND LONGITUDINAL",-122.3870736,37.7554455,"SAN FRANCISCO","SF WATER"
"198",198,"2014-03-13",2014,NA,"STOCKTON","SUTTER",1914,"CI","4","LONGITUDINAL",-122.4070025,37.7894504,"SAN FRANCISCO","SF WATER"
"199",199,NA,2014,801,"WISCONSIN","22ND",1926,"CI","2","HOLE DUE TO CORROSION",-122.3989281,37.7573037,"SAN FRANCISCO","SF WATER"
"200",200,"2014-08-26",2014,NA,"28TH ST","DIAMOND ST",1927,"CI","6",NA,-122.4356727,37.7447497,"SAN FRANCISCO","SF WATER"
"201",201,NA,2014,NA,"TERESITA","GAVIOTA",1927,"CI","6","CIRCUMFERENTIAL",-122.4478405,37.7398607,"SAN FRANCISCO","SF WATER"
"202",202,NA,2014,NA,"TERESITA","GAVIOTA",1927,"CI","6","FIX TO ABOVE",-122.4478405,37.7398607,"SAN FRANCISCO","SF WATER"
"203",203,"2014-01-06",2014,454,"JOOST","DETROIT",1929,"CI","8","LONGITUDINAL",-122.4443,37.7323465,"SAN FRANCISCO","SF WATER"
"204",204,"2014-01-06",2014,530,"JOOST","EDNA",1929,"CI","8","CIRCUMFERENTIAL",-122.4473115,37.732337,"SAN FRANCISCO","SF WATER"
"205",205,"2014-03-16",2014,500,"JOOST","FOERESTER",1929,"CI","8","LONGITUDINAL",-122.4488666,37.7323274,"SAN FRANCISCO","SF WATER"
"206",206,"2014-06-24",2014,364,"JOOST","CONGO",1929,"CI","8","LONGITUDINAL",-122.4420302,37.7323629,"SAN FRANCISCO","SF WATER"
"207",207,"2014-02-25",2014,NA,"LAIDLEY","MATEO",1930,"CI","6","CIRCUMFERENTIAL",-122.4295761,37.7369282,"SAN FRANCISCO","SF WATER"
"208",208,"2014-02-12",2014,NA,"33RD","KIRKHAM",1931,"CI","8","LONGITUDINAL",-122.4918653,37.7591742,"SAN FRANCISCO","SF WATER"
"209",209,"2014-05-17",2014,NA,"BEACH ST","BUCHANAN ST",1931,"CI","6","CIRCUMFERENTIAL ",-122.4337225,37.8049483,"SAN FRANCISCO","SF WATER"
"210",210,"2014-08-06",2014,1670,"32ND AVE","MORAGA",1931,"CI","6","LONGITUDINAL/CIRCUMFERENTIAL",-122.490534,37.755493,"SAN FRANCISCO","SF WATER"
"211",211,"2014-09-30",2014,NA,"HAMILTON","BACON",1931,"CI","4","LONGITUDINAL",-122.4095366,37.7260944,"SAN FRANCISCO","SF WATER"
"212",212,NA,2014,NA,"ALEMANY","SENECA",1931,"CI","6","CIRCUMFERENTIAL",-122.4413867,37.7186853,"SAN FRANCISCO","SF WATER"
"213",213,"2014-01-07",2014,NA,"20TH","PENNSYLVANIA",1933,"CI","6","CIRCUMFERENTIAL",-122.3933678,37.7602112,"SAN FRANCISCO","SF WATER"
"214",214,"2014-02-20",2014,NA,"15TH","ULLOA",1933,"CI","6","LONGITUDINAL",-122.471239,37.7413767,"SAN FRANCISCO","SF WATER"
"215",215,"2014-04-11",2014,786,"FOERSTER","LOS PALMOS",1933,"CI","6",NA,-122.448876,37.7359079,"SAN FRANCISCO","SF WATER"
"216",216,"2014-04-09",2014,NA,"OLMSTEAD","BRUSSELS ",1934,"CI","6",NA,-122.4035737,37.7223292,"SAN FRANCISCO","SF WATER"
"217",217,"2014-06-30",2014,NA,"16TH","SAN BRUNO",1934,"CI","6","CIRCUMFERENTIAL",-122.4055839,37.765901,"SAN FRANCISCO","SF WATER"
"218",218,"2014-08-24",2014,NA,"DELTA ST","TEDDY AVE",1934,"CI","8","HOLE ON SIDE",-122.4086051,37.7151658,"SAN FRANCISCO","SF WATER"
"219",219,NA,2014,320,"SAN BRUNO AVE","16TH",1934,"CI","6","CIRCUMFERENTIAL",-122.4055839,37.765901,"SAN FRANCISCO","SF WATER"
"220",220,"2014-01-03",2014,NA,"47TH","MORAGA",1935,"CI","6",NA,-122.506615,37.754791,"SAN FRANCISCO","SF WATER"
"221",221,"2014-07-16",2014,NA,"CARR ST","PAUL AVE",1935,"CI","6","CIRCUMFERENTIAL",-122.3966358,37.7226339,"SAN FRANCISCO","SF WATER"
"222",222,"2014-08-08",2014,47,"CARR ST","PAUL AVE",1935,"CI","6","CIRCUMFERENTIAL",-122.3966358,37.7226339,"SAN FRANCISCO","SF WATER"
"223",223,NA,2014,NA,"YUKON","EAGLE",1935,"CI","6","CIRCUMFERENTIAL",-122.4422213,37.758122,"SAN FRANCISCO","SF WATER"
"224",224,NA,2014,315,"RICHLAND","ANDOVER",1935,"CI","6","CIRCUMFERENTIAL",-122.41676,37.735605,"SAN FRANCISCO","SF WATER"
"225",225,"2014-01-04",2014,NA,"SHAFTER","INGALLS",1936,"CI","6",NA,-122.385119,37.72786,"SAN FRANCISCO","SF WATER"
"226",226,"2014-01-24",2014,111,"FLOOD","CONGO",1936,"CI","8","LONGITUDINAL",-122.4420142,37.7299173,"SAN FRANCISCO","SF WATER"
"227",227,"2014-09-27",2014,1664,"ALEMANY","NORTON",1936,"CI","8","CIRCUMFERENTIAL",-122.4366768,37.7254421,"SAN FRANCISCO","SF WATER"
"228",228,"2014-01-23",2014,NA,"TAYLOR ","NORTH POINT",1937,"CI","6","CIRCUMFERENTIAL",-122.4154651,37.8063673,"SAN FRANCISCO","SF WATER"
"229",229,"2014-07-14",2014,NA,"LAIDLEY ST","ROANOKE ST",1937,"CI","6","LONGITUDINAL",-122.4308506,37.7360928,"SAN FRANCISCO","SF WATER"
"230",230,"2014-08-08",2014,NA,"LAIDLEY ST","ROANOKE ST",1937,"CI","6","LONGITUDINAL",-122.4308506,37.7360928,"SAN FRANCISCO","SF WATER"
"231",231,"2014-02-17",2014,NA,"CONNECTICUT","CESAR CHAVEZ",1940,"CI","6","LONGITUDINAL",-122.3962723,37.749751,"SAN FRANCISCO","SF WATER"
"232",232,"2014-02-24",2014,1221,"CONNECTICUT","26TH ",1940,"CI","6","CIRCUMFERENTIAL",-122.3964078,37.7511811,"SAN FRANCISCO","SF WATER"
"233",233,"2014-06-30",2014,24,"GORHAM","CAYUGA",1940,"CI","6","CIRCUMFERENTIAL",-122.4345369,37.7305859,"SAN FRANCISCO","SF WATER"
"234",234,"2014-02-10",2014,NA,"3RD","23RD",1941,"CI","8","CIRCUMFERENTIAL",-122.3879048,37.7553986,"SAN FRANCISCO","SF WATER"
"235",235,"2014-09-23",2014,NA,"GLADSTONE","STONEYBROOK",1941,"CI","6","LONGITUDINAL",-122.4225036,37.7292678,"SAN FRANCISCO","SF WATER"
"236",236,"2014-02-20",2014,452,"28TH","NOE",1945,"CI","6","LONGITUDINAL",-122.432471,37.745182,"SAN FRANCISCO","SF WATER"
"237",237,"2014-06-15",2014,2199,"JACKSON","BUCHANNAN",1947,"S","24","HOLE",-122.4307438,37.7902505,"SAN FRANCISCO","SF WATER"
"238",238,NA,2014,1,"WOOD","LUPINE",1947,"CI","6","CIRCUMFERENTIAL",-122.4479711,37.7840205,"SAN FRANCISCO","SF WATER"
"239",239,NA,2014,NA,"DWIGHT","COLBY",1950,"CI","8",NA,-122.4110102,37.7217232,"SAN FRANCISCO","SF WATER"
"240",240,"2014-07-19",2014,NA,"ARELIOUS WALKER DR","CARROLL AVE",1959,"CI","8",NA,-122.3840832,37.719673,"SAN FRANCISCO","SF WATER"
"241",241,"2014-05-10",2014,NA,"KANSAS ST","20TH ST",1960,"CI","4","LONGITUDINAL",-122.4030612,37.7596226,"SAN FRANCISCO","SF WATER"
"242",242,"2014-02-05",2014,NA,"ARBOR","SWISS",1961,"CI","6","CIRCUMFERENTIAL",-122.4382043,37.737726,"SAN FRANCISCO","SF WATER"
"243",243,"2014-03-11",2014,702,"WALLER","SCOTT",1961,"CI","6","LONGITUDINAL",-122.4351804,37.7705559,"SAN FRANCISCO","SF WATER"
"244",244,"2014-04-18",2014,NA,"DIAMOND HTS","ADDISON ST",1961,"CI","8","LONGITUDINAL",-122.4332178,37.7385899,"SAN FRANCISCO","SF WATER"
"245",245,"2014-07-23",2014,90,"PARKRIDGE DR","BURNETT ST",1963,"CI","8","CIRCUMFERENTIAL",-122.445779,37.750504,"SAN FRANCISCO","SF WATER"
"246",246,"2014-08-08",2014,90,"PARKRIDGE DR","VISTA LN",1963,"CI","8","LONGITUDINAL/CIRCUMFERENTIAL",-122.4457083,37.7518922,"SAN FRANCISCO","SF WATER"
"247",247,"2014-03-27",2014,145,"GARCIA","VASQUEZ",1965,"CI","4","CIRCUMFERENTIAL",-122.4610413,37.7438958,"SAN FRANCISCO","SF WATER"
"248",248,"2014-08-29",2014,2400,"DIVISADERO ST","JACKSON ST",1967,"CI","6",NA,-122.4411477,37.7916389,"SAN FRANCISCO","SF WATER"
"249",249,"2014-03-23",2014,1,"WATSON","RUTH",1976,"DI","2","CIRCUMFERENTIAL",-122.4371483,37.7234897,"SAN FRANCISCO","SF WATER"
"250",250,"2014-07-23",2014,NA," RANKIN ST","JERROLD AVE",1978,"DI","8",NA,-122.3950513,37.741937,"SAN FRANCISCO","SF WATER"
"251",251,"2014-02-28",2014,NA,"3RD","PALOU",2004,"DI","8",NA,-122.3910462,37.7340713,"SAN FRANCISCO","SF WATER"
"252",252,"2013-11-23",2013,NA,"JACKSON STREET","BATTERY STREET",1863,"CI","8",NA,-122.4006978,37.7967882,"SAN FRANCISCO","SF WATER"
"253",253,"2013-08-04",2013,NA,"LEAVENWORTH STREET","POST STREET",1867,"CI","6","LONGITUDINAL",-122.4149854,37.7874653,"SAN FRANCISCO","SF WATER"
"254",254,"2013-08-09",2013,NA,"BUCHANAN STREET","JACKSON STREET",1883,"CI","6",NA,-122.4312616,37.7928815,"SAN FRANCISCO","SF WATER"
"255",255,"2013-09-02",2013,116,"BRODERICK STREET","HAIGHT STREET",1886,"CI","6","LONGITUDINAL",-122.4386819,37.7716801,"SAN FRANCISCO","SF WATER"
"256",256,"2013-11-09",2013,980,"KANSAS STREET","22ND STREET",1889,"CI","2","HOLE DUE TO CORROSION",-122.4028128,37.757075,"SAN FRANCISCO","SF WATER"
"257",257,"2013-09-03",2013,NA,"17TH STREET","EUREKA STREET",1891,"CI","8","LEAK AT 45 DEGREE BEND",-122.4383618,37.7622975,"SAN FRANCISCO","SF WATER"
"258",258,"2013-11-26",2013,NA,"NOE STREET","HILL STREET",1891,"CI","6","CIRCUMFERENTIAL ",-122.432246,37.7554299,"SAN FRANCISCO","SF WATER"
"259",259,"2013-05-01",2013,NA,"23RD STREET","RHODE ISLAND STREET",1893,"CI","8","CIRCUMFERENTIAL",-122.401598,37.7545716,"SAN FRANCISCO","SF WATER"
"260",260,"2013-06-19",2013,NA,"FILLMORE STREET","VALLEJO STREET",1893,"CI","6","LONGITUDINAL/SPLIT",-122.4351266,37.7952306,"SAN FRANCISCO","SF WATER"
"261",261,"2013-12-17",2013,NA,"SPRUCE","SACRAMENTO",1893,"CI","8","LONGITUDINAL",-122.4535951,37.787347,"SAN FRANCISCO","SF WATER"
"262",262,"2013-09-24",2013,722,"STEINER STREET","GROVE STREET",1896,"CI","8",NA,-122.4330358,37.7765673,"SAN FRANCISCO","SF WATER"
"263",263,"2013-08-13",2013,NA,"17TH STREET","CORBIN PLACE",1898,"CI","6","LONGITUDINAL",-122.4429116,37.762022,"SAN FRANCISCO","SF WATER"
"264",264,"2013-10-09",2013,NA,"FULTON STREET","LOYOLA TERRACE",1911,"CI","6",NA,-122.4488561,37.7755058,"SAN FRANCISCO","SF WATER"
"265",265,"2013-11-21",2013,399,"HOLLOWAY AVENUE","MONTICELLO STREET",1912,"CI","4","HOLE DUE TO CORROSION",-122.4707867,37.7216361,"SAN FRANCISCO","SF WATER"
"266",266,"2013-07-04",2013,252,"YERBA BUENA AVENUE","BAXTER AL.",1916,"CI","8","LONGITUDINAL",-122.4194155,37.7749295,"SAN FRANCISCO","SF WATER"
"267",267,"2013-01-17",2013,510,"EL CAMINO DEL MAR","28TH AVENUE",1920,"CI","6",NA,-122.4884233,37.7876393,"SAN FRANCISCO","SF WATER"
"268",268,"2013-08-06",2013,4136,"FOLSOM STREET","CRESCENT AVENUE",1923,"CI","6",NA,-122.4137033,37.7347317,"SAN FRANCISCO","SF WATER"
"269",269,"2013-03-29",2013,810,"37TH AVENUE","CABRILLO STREET",1924,"CI","4",NA,-122.497183,37.7738466,"SAN FRANCISCO","SF WATER"
"270",270,"2013-11-24",2013,NA,"CORDOVA STREET","CANYON DRIVE",1925,"CI","6",NA,-122.4330299,37.7075726,"SAN FRANCISCO","SF WATER"
"271",271,"2013-01-17",2013,46,"MANOR DRIVE","KENWOOD WAY",1926,"CI","6",NA,-122.4640704,37.7282509,"SAN FRANCISCO","SF WATER"
"272",272,"2013-08-10",2013,150,"GRAND VIEW AVENUE","21ST STREET",1927,"CI","2","PITTING DUE TO CORROSION",-122.440367,37.7553414,"SAN FRANCISCO","SF WATER"
"273",273,"2013-09-23",2013,NA,"MOUNT VERNON AVENUE","SAN MIGUEL STREET",1927,"CI","2",NA,-122.4491735,37.7186935,"SAN FRANCISCO","SF WATER"
"274",274,"2013-01-13",2013,NA,"31ST AVENUE","VICENTE STREET",1928,"CI","6",NA,-122.488287,37.738758,"SAN FRANCISCO","SF WATER"
"275",275,"2013-06-26",2013,NA,"SAN BRUNO AVENUE","HARKNESS AVENUE",1928,"CI","6",NA,-122.400131,37.717906,"SAN FRANCISCO","SF WATER"
"276",276,"2013-07-13",2013,228,"HOLLADAY AVENUE","YORK STREET",1928,"CI","6","LONGITUDINAL",-122.4052792,37.7464994,"SAN FRANCISCO","SF WATER"
"277",277,"2013-12-08",2013,NA,"DIAMOND","ARBOR",1928,"CI","6","CIRCUMFERENTIAL",-122.4346376,37.73829,"SAN FRANCISCO","SF WATER"
"278",278,"2013-01-01",2013,674,"29TH STREET","DIAMOND STREET",1929,"CI","8",NA,-122.4355681,37.7431753,"SAN FRANCISCO","SF WATER"
"279",279,"2013-03-06",2013,851,"38TH AVENUE","CABRILLO STREET",1929,"CI","8","CIRCUMFERENTIAL",-122.4982536,37.7738028,"SAN FRANCISCO","SF WATER"
"280",280,"2013-05-15",2013,NA,"LAIDLEY STREET","FAIRMOUNT STREET",1929,"CI","8","LONGITUDINAL",-122.4281387,37.738662,"SAN FRANCISCO","SF WATER"
"281",281,"2013-01-12",2013,NA,"HOLLADAY AVENUE","COSTA STREET",1930,"CI","6","CIRCUMFERENTIAL",-122.4057728,37.7445279,"SAN FRANCISCO","SF WATER"
"282",282,"2013-01-22",2013,NA,"FILLMORE STREET","MARINA BOULEVARD",1931,"CI","8","LONGITUDINAL",-122.4374154,37.8064284,"SAN FRANCISCO","SF WATER"
"283",283,"2013-04-08",2013,NA,"ORTEGA STREET","20TH AVENUE",1931,"CI","8","CIRCUMFERENTIAL",-122.477425,37.7523283,"SAN FRANCISCO","SF WATER"
"284",284,"2013-10-13",2013,3700,"WEBSTER STREET","BEACH STREET",1931,"CI","8",NA,-122.4353917,37.80477,"SAN FRANCISCO","SF WATER"
"285",285,"2013-01-06",2013,NA,"LEAVENWORTH STREET","MCALLISTER STREET",1932,"CI","8",NA,-122.4136944,37.7809372,"SAN FRANCISCO","SF WATER"
"286",286,NA,2013,NA,"UNIVERSITY","FELTON",1932,"CI","6","CIRCUMFERENTIAL",-122.4144668,37.727468,"SAN FRANCISCO","SF WATER"
"287",287,"2013-01-03",2013,1800,"ALEMANY BOULEVARD","ONONDAGA AVENUE",1933,"CI","8","CIRCUMFERENTIAL",-122.4386088,37.7216374,"SAN FRANCISCO","SF WATER"
"288",288,"2013-01-04",2013,100,"BELGRAVE AVENUE","SHRADER STREET",1933,"CI","6",NA,-122.4493825,37.7596038,"SAN FRANCISCO","SF WATER"
"289",289,"2013-01-13",2013,1970,"ALEMANY BOULEVARD","ONONDAGA AVENUE",1933,"CI","8",NA,-122.4386088,37.7216374,"SAN FRANCISCO","SF WATER"
"290",290,"2013-03-21",2013,249,"POPE STREET","MORSE STREET",1933,"CI","6","CIRCUMFERENTIAL ",-122.440604,37.712646,"SAN FRANCISCO","SF WATER"
"291",291,"2013-07-29",2013,NA,"KANSAS ","16TH STREET",1933,"CI","8",NA,-122.4036606,37.7660274,"SAN FRANCISCO","SF WATER"
"292",292,"2013-08-27",2013,NA,"JARBOE AVENUE","ELLSWORTH STREET",1933,"CI","6","LONGITUDINAL",-122.4146123,37.7383882,"SAN FRANCISCO","SF WATER"
"293",293,"2013-10-17",2013,NA,"POWHATTAN AVENUE","ANDERSON STREET",1933,"CI","6",NA,-122.4150829,37.7415909,"SAN FRANCISCO","SF WATER"
"294",294,"2013-11-03",2013,1921,"ALEMANY BOULEVARD","ONONDAGA AVENUE",1933,"CI","8",NA,-122.4386088,37.7216374,"SAN FRANCISCO","SF WATER"
"295",295,"2013-12-20",2013,2,"GARFIELD","ORIZABA",1933,"CI","8","CIRCUMFERENTIAL",-122.462663,37.7200039,"SAN FRANCISCO","SF WATER"
"296",296,"2013-01-12",2013,NA,"DANVERS STREET","CASELLI AVENUE",1934,"CI","6","LONGITUDINAL",-122.4430289,37.7595702,"SAN FRANCISCO","SF WATER"
"297",297,"2013-06-03",2013,NA,"GRAND VIEW AVENUE","ALVARADO STREET",1934,"CI","6","LONGITUDINAL/SPLIT",-122.4419508,37.7532549,"SAN FRANCISCO","SF WATER"
"298",298,"2013-07-05",2013,1077,"BRUSSELS STREET","WARD STREET",1934,"CI","6","LONGITUDINAL",-122.4020955,37.7187171,"SAN FRANCISCO","SF WATER"
"299",299,"2013-01-12",2013,NA,"BEAUMONT AVENUE","TURK STREET",1935,"CI","6","CIRCUMFERENTIAL",-122.4543353,37.7777109,"SAN FRANCISCO","SF WATER"
"300",300,"2013-01-13",2013,261,"HOLYOKE STREET","FELTON STREET",1935,"CI","6","CIRCUMFERENTIAL",-122.4095351,37.7287566,"SAN FRANCISCO","SF WATER"
"301",301,"2013-01-13",2013,NA,"HAMILTON STREET","FELTON STREET",1935,"CI","6","CIRCUMFERENTIAL",-122.4105214,37.7284993,"SAN FRANCISCO","SF WATER"
"302",302,"2013-02-06",2013,NA,"GUERRERO","17TH STREET",1935,"ST","30","FAILURE AT JOINTS (TIE ROD JUNCTION)",-122.4239576,37.7631745,"SAN FRANCISCO","SF WATER"
"303",303,"2013-02-20",2013,817,"FILBERT STREET","MASON STREET",1935,"CI","12","CIRCUMFERENTIAL AND LONGITUDINAL ",-122.4127136,37.8009903,"SAN FRANCISCO","SF WATER"
"304",304,"2013-03-07",2013,NA,"EVANS AVENUE","RANKIN AVENUE",1935,"CI","12","CIRCUMFERENTIAL",-122.3921988,37.7451131,"SAN FRANCISCO","SF WATER"
"305",305,"2013-03-07",2013,NA,"22ND STREET","MISSISSIPPI STREET",1935,"CI","2",NA,-122.394108,37.757593,"SAN FRANCISCO","SF WATER"
"306",306,"2013-04-15",2013,NA,"MONTICELLO STREET","19TH AVENUE",1935,"CI","12","LONGITUDINAL",-122.4708186,37.7153245,"SAN FRANCISCO","SF WATER"
"307",307,"2013-06-05",2013,NA,"30TH AVENUE","ANZA STREET",1935,"CI","6","CIRCUMFERENTIAL",-122.4899515,37.7779225,"SAN FRANCISCO","SF WATER"
"308",308,"2013-07-27",2013,NA,"BESSIE STREET","FOLSOM STREET",1935,"CI","6","LEAK AT JOINT",-122.4135453,37.7468027,"SAN FRANCISCO","SF WATER"
"309",309,"2013-10-29",2013,484,"DIAMOND STREET","22ND STREET",1935,"CI","6","HOLE AND PITTING DUE TO CORROSION",-122.4366097,37.7543526,"SAN FRANCISCO","SF WATER"
"310",310,"2013-12-09",2013,180,"LOWER TERRACE","ROOSEVELT",1935,"CI","6","CIRCUMFERENTIAL",-122.4392914,37.766655,"SAN FRANCISCO","SF WATER"
"311",311,"2013-12-09",2013,630,"VIENNA","RUSSIA",1935,"CI","6","CIRCUMFERENTIAL",-122.4315851,37.7189212,"SAN FRANCISCO","SF WATER"
"312",312,"2013-12-16",2013,NA,"19TH","WISCONSIN",1935,"CI","6","CIRCUMFERENTIAL",-122.399303,37.761126,"SAN FRANCISCO","SF WATER"
"313",313,"2013-12-28",2013,NA,"18TH ","CONNECTICUT",1935,"CI","6",NA,-122.3975085,37.7625316,"SAN FRANCISCO","SF WATER"
"314",314,NA,2013,525,"GIRARD","WAYLAND",1935,"CI","6","CIRCUMFERENTIAL",-122.4041053,37.7261811,"SAN FRANCISCO","SF WATER"
"315",315,"2013-01-15",2013,NA,"GLADYS STREET","SANTA MARINA STREET",1936,"CI","6",NA,-122.4222624,37.7402964,"SAN FRANCISCO","SF WATER"
"316",316,"2013-01-15",2013,134,"CAYUGA AVENUE","LYELL STREET",1936,"CI","8","CIRCUMFERENTIAL",-122.4314144,37.7310041,"SAN FRANCISCO","SF WATER"
"317",317,"2013-05-10",2013,NA,"INNES AVENUE","GRIFFITH STREET",1936,"CI","8","CIRCUMFERENTIAL",-122.3757755,37.7320161,"SAN FRANCISCO","SF WATER"
"318",318,"2013-05-11",2013,1326,"SHAFTER AVENUE","INGALLS STREET",1936,"CI","6",NA,-122.385119,37.72786,"SAN FRANCISCO","SF WATER"
"319",319,"2013-07-09",2013,1346,"SHAFTER AVENUE","INGALLS STREET ",1936,"CI","6","LONGITUDINAL",-122.385119,37.72786,"SAN FRANCISCO","SF WATER"
"320",320,"2013-08-30",2013,649,"BANKS STREET","CRESCENT AVENUE",1936,"CI","6","LONGITUDINAL",-122.4130876,37.7347044,"SAN FRANCISCO","SF WATER"
"321",321,"2013-11-23",2013,230,"JUNIPERO SERRA BOULEVARD","OCEAN AVENUE",1936,"CI","6",NA,-122.4719316,37.7311432,"SAN FRANCISCO","SF WATER"
"322",322,"2013-12-12",2013,1600,"ARMSTRONG","KEITH",1936,"CI","6","CIRCUMFERENTIAL",-122.392231,37.7262178,"SAN FRANCISCO","SF WATER"
"323",323,"2013-12-13",2013,2190,"REVERE","SELBY",1936,"CI","6","CIRCUMFERENTIAL",-122.401444,37.7380707,"SAN FRANCISCO","SF WATER"
"324",324,NA,2013,NA,"THOMAS","HAWES",1936,"CI","6","CIRCUMFERENTIAL",-122.3838191,37.726171,"SAN FRANCISCO","SF WATER"
"325",325,"2013-02-21",2013,303,"GREENWICH STREET","MONTGOMERY STREET",1937,"CI","4",NA,-122.4037026,37.7973166,"SAN FRANCISCO","SF WATER"
"326",326,"2013-01-02",2013,30,"ENCLINE COURT","DEL VALE AVENUE",1938,"CI","2",NA,-122.4478264,37.74177,"SAN FRANCISCO","SF WATER"
"327",327,"2013-11-03",2013,290,"UNION STREET","MONTGOMERY STREET",1939,"CI","6","CIRCUMFERENTIAL ",-122.4044855,37.8010394,"SAN FRANCISCO","SF WATER"
"328",328,"2013-06-30",2013,93,"EDWARD STREET","ARGUELLO BLVD",1940,"CI","6","LONGITUDINAL/SPLIT",-122.4586255,37.7780036,"SAN FRANCISCO","SF WATER"
